Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1998-08-18 00:00:00-04:00,9.280140803410458,9.460337712214544,9.280140803410458,9.3702392578125,5783000,0.0,0.0
1998-08-19 00:00:00-04:00,9.3702392578125,9.550436166616587,9.3702392578125,9.3702392578125,388700,0.0,0.0
1998-08-20 00:00:00-04:00,9.460337712214544,9.550436166616587,9.3702392578125,9.3702392578125,348500,0.0,0.0
1998-08-21 00:00:00-04:00,9.3702392578125,9.3702392578125,9.3702392578125,9.3702392578125,804000,0.0,0.0
1998-08-24 00:00:00-04:00,9.3702392578125,9.3702392578125,9.3702392578125,9.3702392578125,119700,0.0,0.0
1998-08-25 00:00:00-04:00,9.3702392578125,9.3702392578125,9.280140803410458,9.3702392578125,294100,0.0,0.0
1998-08-26 00:00:00-04:00,9.370238712855746,9.370238712855746,8.739549568721225,8.8296480178833,383800,0.0,0.0
1998-08-27 00:00:00-04:00,8.829644492502963,8.919742905691768,7.748463534237294,8.018758773803711,435300,0.0,0.0
1998-08-28 00:00:00-04:00,8.19895755648613,8.19895755648613,7.207874774932861,7.207874774932861,192400,0.0,0.0
1998-08-31 00:00:00-04:00,7.207874591533955,7.297973023928129,5.49600437604464,5.856398105621338,150800,0.0,0.0
1998-09-01 00:00:00-04:00,5.946496851303999,6.487087474149816,4.820266387041878,6.1266937255859375,440700,0.0,0.0
1998-09-02 00:00:00-04:00,6.126694573296441,7.568269767013251,6.126694573296441,6.892531394958496,509200,0.0,0.0
1998-09-03 00:00:00-04:00,7.027676909310477,7.027676909310477,6.126692690168109,6.306889533996582,165900,0.0,0.0
1998-09-04 00:00:00-04:00,6.487086509590718,6.487086509590718,5.85639754338051,6.036594390869141,155700,0.0,0.0
1998-09-08 00:00:00-04:00,6.487088650087768,7.207876277875297,6.306891743140885,7.1177778244018555,149300,0.0,0.0
1998-09-09 00:00:00-04:00,7.117777058952734,7.207875502736945,6.8474817276000985,6.847481727600098,116900,0.0,0.0
1998-09-10 00:00:00-04:00,6.757382444433263,6.757382444433263,6.487087146655933,6.66728401184082,80700,0.0,0.0
1998-09-11 00:00:00-04:00,6.712333828210831,6.757383048534393,6.487087726593018,6.487087726593018,84800,0.0,0.0
1998-09-14 00:00:00-04:00,6.667284607887268,6.937579929828644,6.487087726593018,6.487087726593018,90800,0.0,0.0
1998-09-15 00:00:00-04:00,6.5771847997392925,6.66728322165353,6.216791112082346,6.306889533996582,200400,0.0,0.0
1998-09-16 00:00:00-04:00,6.30689091152615,6.30689091152615,5.586103378780304,5.676201820373535,221300,0.0,0.0
